PROJ_NUM,PO,SD_NUM,SD_NAME,FACILITY,CLEAN_FACILITY_NAME,FACILITY_KEY,MINCODE,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,FACILITY_TYPE,DESCRIPTION,PROGRAM,PROJECT_CODE,STATUS,YEAR_COMPLETED,PROV_TOTAL,SD_ACTUAL,_3RD_PARTY_ACTUAL,TOTAL_ACTUAL
115000,HH,37,Delta,Delta Secondary,DELTA SECONDARY,DELTA,03737003,49.08615943,-123.0841377,Secondary,Seismic Upgrade (Phase 2 - 2014),Seismic - Phase 2,UPGRADE,6 Complete,2016/2017,17605095,0,0,17605095.0
127011,HH,37,Delta,South Delta Secondary          ,SOUTH DELTA SECONDARY          ,SOUTH DELTA,03737037,49.01669018,-123.0758668,Secondary,,SEP,ELECUP,6 Complete,2015/2016,159500,0,0,159500.0
127146-02,HH,37,Delta,Hawthorne Elementary,HAWTHORNE ELEMENTARY,HAWTHORNE,03737025,49.09652205,-123.0720495,Elementary,"Elimination of antiquated high voltage transformer in building, upgrade and replacement of BC Hydro pad-mounted transformer and related switchgear",SEP,ELECUP,6 Complete,2016/2017,181900,0,0,181900.0
127723-2,DC,37,Delta,Seaquam Secondary,SEAQUAM SECONDARY,SEAQUAM,03737040,49.12680593,-122.9022507,Secondary,"Replacement of roofing system, including enhanced insulation and seismic upgrade of roof diaphragm (Area 6, 18, 19).",SEP,ROOFREP,6 Complete,2018/2019,906800.42,,,906800.4
127380,DC,37,Delta,Cliff Drive Elementary,CLIFF DRIVE ELEMENTARY,CLIFF DRIVE,03737015,49.02547641,-123.0851253,Elementary,Replacement rooftop heating units and air handling units ,SEP,MECHUP,6 Complete,2017/2018,463300,0,0,463300.0
127723-1,DC,37,Delta,Brooke Elementary,BROOKE ELEMENTARY,BROOKE,03737029,49.16259826,-122.9245899,Elementary,Upgrade and replacement of BC Hydro pad-mounted transformer and related switchgear.,SEP,ELECUP,6 Complete,2018/2019,207299.58,,,207299.6
127146-03,HH,37,Delta,Various (27 Schools),VARIOUS (27 SCHOOLS),VARIOUS (27 S), ,,,N/A,Upgrade plumbing lines and fixtures,SEP,HEALTH,6 Complete,2016/2017,229600,0,0,229600.0
126801,HH,37,Delta,Sunshine Hills Elementary,SUNSHINE HILLS ELEMENTARY,SUNSHINE HILLS,03737013,49.12388389,-122.910816,Elementary,Fire Restoration,SPP,RENO,6 Complete,2015/2016,820345,0,0,820345.0
127205,HH,37,Delta,Sunshine Hills Elementary ,SUNSHINE HILLS ELEMENTARY ,SUNSHINE HILLS,03737013,49.12388389,-122.910816,Elementary,SPP Claim for fire loss (Part 2) See PN 126801 for previous payments,SPP,RENO,6 Complete,2016/2017,43887,0,0,43887.0
116151,DC,38,Richmond,Robert J Tait Elementary,ROBERT J TAIT ELEMENTARY,ROBERT J TAIT,03838017,49.1963706,-123.1112652,Elementary,Envelope remediation,BEP,RENO,6 Complete,2016/2017,1484151.28,0,0,1484151.3
127383,DC,38,Richmond,Richmond Secondary,RICHMOND SECONDARY,RICHMOND,03838065,49.1613099,-123.1427179,Secondary,"Energy savings, greenhouse gas savings, occupant comfort and system access for maintenance ",CNCP,MECHUP,6 Complete,2017/2018,160000,0,0,160000.0
126836,HH,38,Richmond,"Facilities, Maintenance & Ops","FACILITIES, MAINTENANCE & OPS","FACILITIES, MAINTENANCE & OPS", ,,,N/A,Purchase 3 Electric Vehicles,CNCP,ENERGY,6 Complete,2015/2016,66595,33298,12000,111893.0
115775,HH,38,Richmond,Henry Anderson Elementary,HENRY ANDERSON ELEMENTARY,HENRY ANDERSON,03838059,49.16473444,-123.1188308,Elementary,Addition to increase capacity from 80/350 to 80/650,Expansion,ADDITION,6 Complete,2017/2018,2466634,2466634,0,4933268.0
127659,DC,38,Richmond,Blundell Elementary,BLUNDELL ELEMENTARY,BLUNDELL,03838014,49.15468158,-123.1520418,Elementary,Standard Playground Equipment,PEP,REPLACE,6 Complete,2018/2019,90000,,,90000.0
126947,HH,38,Richmond,General Currie Elementary,GENERAL CURRIE ELEMENTARY,GENERAL CURRIE,03838057,49.15839223,-123.1332214,Elementary,Boiler Replacement,SEP,ENERGY,6 Complete,2015/2016,193500,0,0,193500.0
126948,HH,38,Richmond,Mcmath Secondary,MCMATH SECONDARY,MCMATH,03838062,49.13072133,-123.1789291,Secondary,Boiler Replacement,SEP,ENERGY,6 Complete,2015/2016,139700,0,0,139700.0
127382-01,DC,38,Richmond,McNair Secondary,MCNAIR SECONDARY,MCNAIR,03838044,49.14228188,-123.112997,Secondary,Classroom lighting improvements,SEP,ENERGY,6 Complete,2017/2018,473050,0,0,473050.0
127382-02,DC,38,Richmond,Steveston London Secondary,STEVESTON LONDON SECONDARY,STEVESTON LONDON,03838045,49.13905161,-123.1498663,Secondary,Installation of High Efficiancy Boilers,SEP,MECHUP,6 Complete,2017/2018,446860,0,0,446860.0
127593-2,DC,38,Richmond,Burnett Secondary,BURNETT SECONDARY,BURNETT,03838042,49.16377222,-123.1691977,Secondary,Installation of High Efficient roof top HVAC units and associated required roofing.,SEP,MECHUP,6 Complete,2018/2019,900000,,,900000.0
127147-03,HH,38,Richmond,R C Talmey Elementary,R C TALMEY ELEMENTARY,R C TALMEY,03838024,49.15408002,-123.1294812,Elementary,Replace roofing,SEP,RENO,6 Complete,2016/2017,330000,0,0,330000.0
127147-02,HH,38,Richmond,Archibald Blair Elementary,ARCHIBALD BLAIR ELEMENTARY,ARCHIBALD BLAIR,03838060,49.165229,-123.1656613,Elementary,Re-roof school,SEP,ROOFREP,6 Complete,2016/2017,235000,0,0,235000.0
127593-1,DC,38,Richmond,Burnett Secondary,BURNETT SECONDARY,BURNETT,03838042,49.16377222,-123.1691977,Secondary,Re-roof school that is beyond life expectancy.,SEP,ROOFREP,6 Complete,2018/2019,600000,,,600000.0
126946,HH,38,Richmond,Robert Tait Elementary,ROBERT TAIT ELEMENTARY,ROBERT TAIT,03838017,49.1963706,-123.1112652,Elementary,Roof Upgrade,SEP,ROOFREP,6 Complete,2015/2016,665000,0,0,665000.0
126920,HH,38,Richmond,James Whiteside Elementary,JAMES WHITESIDE ELEMENTARY,JAMES WHITESIDE,03838016,49.13968362,-123.1205353,Elementary,Fire Claim,SPP,RENO,6 Complete,2015/2016,500537,0,0,500537.0
126837,HH,39,Vancouver,Various Locations (15),VARIOUS LOCATIONS (15),VARIOUS LOCATIONS (15), ,,,N/A,"Ddcs & Communic Upgrades. Schools: Brock Elem, Cook Elem, Elsie Roy Elem, Fraser Elem, Hastings Elem, Kerrisdale Elem, Magee Sec, Mckechnie Elem, Osler Elem, Secord Elem, Selkirk Elem, Trudeau Elem, Tyee Elem, U-Hill Elem, Van Horne Elem",CNCP,ENERGY,6 Complete,2015/2016,344200,211000,65400,620600.0
127465,DC,39,Vancouver,Various,VARIOUS,VARIOUS, ,,,N/A,"Energy savings, reduce GHG emissions, reduce maintenance, easier operations",CNCP,MECHUP,6 Complete,2017/2018,135000,0,0,135000.0
115888,HH,39,Vancouver,Crosstown Elementary (formerly International Village),CROSSTOWN ELEMENTARY (FORMERLY INTERNATIONAL VILLAGE),CROSSTOWN (FORMERLY INTERNATIONAL VILLAGE),03939142,49.27856023,-123.1068016,Elementary,New 60k/450 Elementary,Expansion,NEW,6 Complete,2016/2017,15420378.73,3560000,0,18980378.7
127673,DC,39,Vancouver,General Brock Elementary,GENERAL BROCK ELEMENTARY,GENERAL BROCK,03939037,49.24156962,-123.1005932,Elementary,Standard Playground Equipment,PEP,NEW,6 Complete,2018/2019,90000,,,90000.0
115169,HH,39,Vancouver,General Gordon Elementary,GENERAL GORDON ELEMENTARY,GENERAL GORDON,03939045,49.2473123,-123.1055971,Elementary,Seismic Upgrade (REPLACEMENT),Seismic - Phase 1,REPLACE,6 Complete,2016/2017,16767940.48,0,0,16767940.5
114798,HH,39,Vancouver,J.W. Sexsmith Community Elementary,J.W. SEXSMITH COMMUNITY ELEMENTARY,J.W. SEXSMITH COMMUNITY,03939063,49.21734539,-123.1097779,Elementary,Replacement 80K/350 capacity elementary,Seismic - Phase 1,REPLACE,6 Complete,2016/2017,15785379,0,0,15785379.0
114864,HH,39,Vancouver,Queen Mary Elementary,QUEEN MARY ELEMENTARY,QUEEN MARY,03939041,49.26807983,-123.2051146,Elementary,Seismic Upgrade (REPLACEMENT/UPGRADE),Seismic - Phase 1,UPGRADE,6 Complete,2016/2017,20310218.85,0,0,20310218.9
114862,HH,39,Vancouver,Sir James Douglas Elementary,SIR JAMES DOUGLAS ELEMENTARY,SIR JAMES DOUGLAS,03939064,49.21627262,-123.0639064,Elementary,Replacement 120K/525 Elementary,Seismic - Phase 1,REPLACE,6 Complete,2015/2016,17604947,0,0,17604947.0
127148-03,HH,39,Vancouver,Lord Strathcona Elementary school,LORD STRATHCONA ELEMENTARY SCHOOL,LORD STRATHCONA,03939028,49.28001271,-123.0925267,Elementary,100 year old windows needed renewal,SEP,RENO,6 Complete,2016/2017,1700000,0,0,1700000.0
127148-02,HH,39,Vancouver,Queen Mary Elementary,QUEEN MARY ELEMENTARY,QUEEN MARY,03939041,49.26807983,-123.2051146,Elementary,100 year old windows needed renewal,SEP,RENO,6 Complete,2016/2017,203999.59,0,0,203999.6
127464-01,DC,39,Vancouver,Sir Richard McBride Elementary,SIR RICHARD MCBRIDE ELEMENTARY,SIR RICHARD MCBRIDE,03939048,49.24416236,-123.0781945,Elementary,ACCESSIBILITY UPGRADE: ELEVATOR,SEP,HEALTH,6 Complete,2017/2018,300000,0,0,300000.0
127148-09,HH,39,Vancouver,Magee Secondary,MAGEE SECONDARY,MAGEE,03939003,49.22899467,-123.1514615,Secondary,Classroom Renovations,SEP,HEALTH,6 Complete,2016/2017,1663700,0,0,1663700.0
127657-14,DC,39,Vancouver,Magee Secondary,MAGEE SECONDARY,MAGEE,03939003,49.22899467,-123.1514615,Secondary,Fire Alarm Upgrades.,SEP,ELECUP,6 Complete,2018/2019,176000,,,176000.0
127657-1,DC,39,Vancouver,Total Education (Brock Annex),TOTAL EDUCATION (BROCK ANNEX),TOTAL EDUCATION (BROCK ANNEX), ,,,Elementary,"Install PA System
Currently no existing PA (1 of 10 Sites).",SEP,ELECUP,6 Complete,2018/2019,55000,,,55000.0
127657-10,DC,39,Vancouver,Trafalgar Elementary,TRAFALGAR ELEMENTARY,TRAFALGAR,03939084,49.24977235,-123.1643985,Elementary,PA System Upgrades (10 of 10 Sites).,SEP,ELECUP,6 Complete,2018/2019,15000,,,15000.0
127657-2,DC,39,Vancouver,Emily Carr Elementary,EMILY CARR ELEMENTARY,EMILY CARR,03939044,49.24997184,-123.12643,Elementary,PA System Upgrades (2 of 10 Sites).,SEP,ELECUP,6 Complete,2018/2019,15000,,,15000.0
127657-3,DC,39,Vancouver,Livingstone Elementary,LIVINGSTONE ELEMENTARY,LIVINGSTONE,03939060,49.25063651,-123.0981319,Elementary,PA System Upgrades (3 of 10 Sites).,SEP,ELECUP,6 Complete,2018/2019,15000,,,15000.0
127657-4,DC,39,Vancouver,David Oppenheimer Elementary,DAVID OPPENHEIMER ELEMENTARY,DAVID OPPENHEIMER,03939090,49.2135456,-123.058172,Elementary,PA System Upgrades (4 of 10 Sites).,SEP,ELECUP,6 Complete,2018/2019,15000,,,15000.0
127657-5,DC,39,Vancouver,Sir John Franklin Elementary,SIR JOHN FRANKLIN ELEMENTARY,SIR JOHN FRANKLIN,03939065,49.28250708,-123.0263388,Elementary,PA System Upgrades (5 of 10 Sites).,SEP,ELECUP,6 Complete,2018/2019,15000,,,15000.0
127657-6,DC,39,Vancouver,Lord Selkirk Elementary,LORD SELKIRK ELEMENTARY,LORD SELKIRK,03939039,49.24968731,-123.0690232,Elementary,PA System Upgrades (6 of 10 Sites).,SEP,ELECUP,6 Complete,2018/2019,15000,,,15000.0
127657-7,DC,39,Vancouver,Nootka Elementary,NOOTKA ELEMENTARY,NOOTKA,03939101,49.2538184,-123.0429272,Elementary,PA System Upgrades (7 of 10 Sites).,SEP,ELECUP,6 Complete,2018/2019,15000,,,15000.0
127657-8,DC,39,Vancouver,John Henderson Elementary,JOHN HENDERSON ELEMENTARY,JOHN HENDERSON,03939106,49.2227349,-123.0950757,Elementary,PA System Upgrades (8 of 10 Sites).,SEP,ELECUP,6 Complete,2018/2019,15000,,,15000.0
127657-9,DC,39,Vancouver,Queen Victoria Annex,QUEEN VICTORIA ANNEX,QUEEN VICTORIA ANNEX,03939107,49.267345,-123.066576,Elementary,PA System Upgrades (9 of 10 Sites).,SEP,ELECUP,6 Complete,2018/2019,15000,,,15000.0
127464-02,DC,39,Vancouver,Various ,VARIOUS ,VARIOUS, ,,,N/A,PLUMBING AND WASHROOM RENEWAL,SEP,MECHUP,6 Complete,2017/2018,627200,0,0,627200.0
127657-15,DC,39,Vancouver,John Henderson Elementary,JOHN HENDERSON ELEMENTARY,JOHN HENDERSON,03939106,49.2227349,-123.0950757,Elementary,Roof Barriers.,SEP,ROOFREP,6 Complete,2018/2019,20000,,,20000.0
127657-16,DC,39,Vancouver,Carnarvan Elementary,CARNARVAN ELEMENTARY,CARNARVAN,03939094,49.25664285,-123.173782,Elementary,Roof Barriers.,SEP,ROOFREP,6 Complete,2018/2019,20000,,,20000.0
127657-17,DC,39,Vancouver,Prince Of Wales Secondary,PRINCE OF WALES SECONDARY,PRINCE OF WALES,03939019,49.24558392,-123.1575738,Secondary,Roof Barriers.,SEP,ROOFREP,6 Complete,2018/2019,20000,,,20000.0
127657-18,DC,39,Vancouver,Vancouver Technical Secondary,VANCOUVER TECHNICAL SECONDARY,VANCOUVER TECHNICAL,03939011,49.26143698,-123.0516382,Secondary,Roof Barriers.,SEP,ROOFREP,6 Complete,2018/2019,20000,,,20000.0
127657-19,DC,39,Vancouver,Point Grey Secondary,POINT GREY SECONDARY,POINT GREY,03939012,49.23748018,-123.1533877,Secondary,Roof Barriers.,SEP,ROOFREP,6 Complete,2018/2019,20000,,,20000.0
127148-01,HH,39,Vancouver,Lord Strathcona Elementary school,LORD STRATHCONA ELEMENTARY SCHOOL,LORD STRATHCONA,03939028,49.28001271,-123.0925267,Elementary,Seismic upgrade tie-in,SEP,ROOFREP,6 Complete,2016/2017,150260,0,0,150260.0
127148-04,HH,39,Vancouver,Hastings Community Elementary,HASTINGS COMMUNITY ELEMENTARY,HASTINGS COMMUNITY,03939061,49.282521,-123.0506488,Elementary,Upgrade washrooms ,SEP,MECHUP,6 Complete,2016/2017,125000,0,0,125000.0
127464-03,DC,39,Vancouver,Various ,VARIOUS ,VARIOUS, ,,,N/A,WASHROOM RENEWAL,SEP,MECHUP,6 Complete,2017/2018,560000,0,0,560000.0
127657-11,DC,39,Vancouver,Champlain Heights Elementary,CHAMPLAIN HEIGHTS ELEMENTARY,CHAMPLAIN HEIGHTS,03939128,49.22073935,-123.0274685,Elementary,Washroom Upgrades.,SEP,RENO,6 Complete,2018/2019,250000,,,250000.0
127657-12,DC,39,Vancouver,Thunderbird Elementary,THUNDERBIRD ELEMENTARY,THUNDERBIRD,03939082,49.26342782,-123.0315461,Elementary,Washroom Upgrades.,SEP,RENO,6 Complete,2018/2019,205000,,,205000.0
127657-13,DC,39,Vancouver,Lord Byng Secondary,LORD BYNG SECONDARY,LORD BYNG,03939047,49.26237227,-123.1490332,Secondary,Washroom Upgrades.,SEP,RENO,6 Complete,2018/2019,60000,,,60000.0
127464-04,DC,39,Vancouver,Sir Charles Kingsford-Smith Elementary,SIR CHARLES KINGSFORD-SMITH ELEMENTARY,SIR CHARLES KINGSFORD-SMITH,03939093,49.22110255,-123.0553589,Elementary,WINDOWS RENEWAL,SEP,RENO,6 Complete,2017/2018,900000,0,0,900000.0
127148-08,HH,39,Vancouver,Lord Kitchener Elementary,LORD KITCHENER ELEMENTARY,LORD KITCHENER,03939070,49.25067133,-123.1808458,Elementary,,SEP,RENO,6 Complete,2016/2017,42000,0,0,42000.0
127148-07,HH,39,Vancouver,King George Secondary,KING GEORGE SECONDARY,KING GEORGE,03939001,49.29015333,-123.1361088,Secondary,,SEP,ROOFREP,6 Complete,2016/2017,250000,0,0,250000.0
127148-05,HH,39,Vancouver,Vancouver Technical Secondary,VANCOUVER TECHNICAL SECONDARY,VANCOUVER TECHNICAL,03939011,49.26143698,-123.0516382,Secondary,,SEP,ROOFREP,6 Complete,2016/2017,175000,0,0,175000.0
127148-06,HH,39,Vancouver,Sir Charles Tupper Secondary,SIR CHARLES TUPPER SECONDARY,SIR CHARLES TUPPER,03939017,49.24965305,-123.095454,Secondary,,SEP,ROOFREP,6 Complete,2016/2017,110000,0,0,110000.0
126924,HH,39,Vancouver,Total Education Program,TOTAL EDUCATION PROGRAM,TOTAL EDUCATION PROGRAM, ,,,Secondary,Claim,SPP,RENO,6 Complete,2015/2016,352472,0,0,352472.0
127467,HH,39,Vancouver,International Village Elementary,INTERNATIONAL VILLAGE ELEMENTARY,INTERNATIONAL VILLAGE, ,,,Elementary,Damage by Survey Error,SPP,RENO,6 Complete,2017/2018,67546,0,0,67546.0
127633,DC,40,New Westminster,Glenbrook Elementary,GLENBROOK ELEMENTARY,GLENBROOK,04040013,49.2207077,-122.9113283,Elementary,Replacement of Boilers,CNCP,MECHUP,6 Complete,2018/2019,250000,,,250000.0
108928,ND,40,New Westminster,�cole Fraser River Middle,�COLE FRASER RIVER MIDDLE,�COLE FRASER RIVER, ,,,Middle,New 500 Capacity Junior Middle (350 Elem./150 Sec.) on John Robson Site,Expansion,NEW,6 Complete,2016/2017,19928965,485000,0,20413965.0
127678,DC,40,New Westminster,Qayqayt Elementary,QAYQAYT ELEMENTARY,QAYQAYT,04040015,49.20799116,-122.905372,Elementary,Universally Accessible Playground Equipment,PEP,REPLACE,6 Complete,2018/2019,105000,,,105000.0
127127,ND,40,New Westminster,F. W. Howay Elementary,F. W. HOWAY ELEMENTARY,F. W. HOWAY,04040009,49.2260819,-122.9127134,Elementary,Seismic Mitigation (40K/125 Grades 1-5),Seismic - Phase 2,UPGRADE,6 Complete,2019/2020,3439537,,,3439537.0
127386-01,DC,40,New Westminster,Lord Tweedsmuir Elementary,LORD TWEEDSMUIR ELEMENTARY,LORD TWEEDSMUIR,04040004,49.2054551,-122.9422844,Elementary,Complete Mecanical upgrade,SEP,MECHUP,6 Complete,2017/2018,350000,0,0,350000.0
126949,ND,40,New Westminster,Lord Tweedsmuir,LORD TWEEDSMUIR,LORD TWEEDSMUIR,04040004,49.2054551,-122.9422844,Elementary,Energy,SEP,ENERGY,6 Complete,2015/2016,170000,0,0,170000.0
127005,ND,40,New Westminster,Lord Kelvin,LORD KELVIN,LORD KELVIN,04040001,49.2108596,-122.9298929,Elementary,Energy,SEP,ENERGY,6 Complete,2015/2016,140000,0,0,140000.0
127625,DC,40,New Westminster,Lord Tweedsmuir Elementary,LORD TWEEDSMUIR ELEMENTARY,LORD TWEEDSMUIR,04040004,49.2054551,-122.9422844,Elementary,Phase 2 Complete Mechanical upgrade.,SEP,MECHUP,6 Complete,2018/2019,650000,,,650000.0
127149-01,ND,40,New Westminster,Lord Kelvin Elementary,LORD KELVIN ELEMENTARY,LORD KELVIN,04040001,49.2108596,-122.9298929,Elementary,Replacement,SEP,ROOFREP,6 Complete,2016/2017,350000,0,0,350000.0
127386-02,DC,40,New Westminster,Lord Tweedsmuir Elementary,LORD TWEEDSMUIR ELEMENTARY,LORD TWEEDSMUIR,04040004,49.2054551,-122.9422844,Elementary,Roof Replacement,SEP,ROOFREP,6 Complete,2017/2018,300000,0,0,300000.0
127149-02,ND,40,New Westminster,"Various - Connaught Heights Elementary, Ecole Glenbrook Middle, Queensborough Middle, Lord Kelvin Elementary","VARIOUS - CONNAUGHT HEIGHTS ELEMENTARY, ECOLE GLENBROOK MIDDLE, QUEENSBOROUGH MIDDLE, LORD KELVIN ELEMENTARY","VARIOUS - CONNAUGHT HEIGHTS , ECOLE GLENBROOK , QUEENSBOROUGH , LORD KELVIN", ,,,N/A,Upgrade direct digital control system,SEP,MECHUP,6 Complete,2016/2017,175000,0,0,175000.0
116174,TT,41,Burnaby,Seaforth Elementary,SEAFORTH ELEMENTARY,SEAFORTH,04141046,49.25207176,-122.9361468,Elementary,"Rehab Exterior Walls, Repl Windows / Frames / Doors",BEP,RENO,6 Complete,2015/2016,290000,0,0,290000.0
127591,DC,41,Burnaby,South Slope Elementary ,SOUTH SLOPE ELEMENTARY ,SOUTH SLOPE,04141061,49.21618305,-123.0041157,Elementary,BOILER REPLACEMENT,CNCP,MECHUP,6 Complete,2018/2019,200000,,,200000.0
127150-01,TT,41,Burnaby,Alpha Secondary,ALPHA SECONDARY,ALPHA,04141005,49.27614405,-122.9988847,Secondary,Phase #2 - boiler plant upgrade,CNCP,MECHUP,6 Complete,2016/2017,180000,10000,0,190000.0
127650,DC,41,Burnaby,Suncrest Elementary,SUNCREST ELEMENTARY,SUNCREST,04141050,49.21523414,-123.0184246,Elementary,Standard Playground Equipment,PEP,REPLACE,6 Complete,2018/2019,90000,,,90000.0
126921,TT / RC,41,Burnaby,Montecito Elementary,MONTECITO ELEMENTARY,MONTECITO,04141056,49.26427352,-122.9526117,Elementary,Seismic Upgrade with 4 classroom addition,Seismic - Phase 2,UPGRADE,6 Complete,2019/2020,3139349,,,3139349.0
127642-1,DC,41,Burnaby,Burnaby Mountain Secondary,BURNABY MOUNTAIN SECONDARY,BURNABY MOUNTAIN,04141063,49.25503117,-122.9113957,Secondary,Lighting upgrade - LED.,SEP,ENERGY,6 Complete,2018/2019,389999.76,,,389999.8
127150-03,TT,41,Burnaby,Aubrey Elementary,AUBREY ELEMENTARY,AUBREY,04141016,49.27461215,-122.9779428,Elementary,Mechanical Upgrade - Inst. New Unit Vent. ,SEP,MECHUP,6 Complete,2016/2017,1411190,0,0,1411190.0
127007,TT,41,Burnaby,Stride Avenue Community School,STRIDE AVENUE COMMUNITY SCHOOL,STRIDE AVENUE COMMUNITY,04141049,49.2110018,-122.9542705,Elementary,Mechup,SEP,MECHUP,6 Complete,2015/2016,315000,0,0,315000.0
127006,TT,41,Burnaby,Aubrey Elementary School,AUBREY ELEMENTARY SCHOOL,AUBREY,04141016,49.27461215,-122.9779428,Elementary,Mechup,SEP,MECHUP,6 Complete,2015/2016,205800,0,0,205800.0
127150-02,TT,41,Burnaby,Stride avenue elementary,STRIDE AVENUE ELEMENTARY,STRIDE AVENUE,04141049,49.2110018,-122.9542705,Elementary,Phase 2 - Mechanical Upgrade,SEP,MECHUP,6 Complete,2016/2017,1658000,335200,0,1993200.0
127642-2,DC,41,Burnaby,Alpha Secondary,ALPHA SECONDARY,ALPHA,04141005,49.27614405,-122.9988847,Secondary,Phase 2 boiler installation. ,SEP,MECHUP,6 Complete,2018/2019,221000,,,221000.0
127642-3,DC,41,Burnaby,Alpha Secondary,ALPHA SECONDARY,ALPHA,04141005,49.27614405,-122.9988847,Secondary,Replace remaining SBS Mod Bit. Roof. ,SEP,ROOFREP,6 Complete,2018/2019,200000,,,200000.0
127150-04,TT,41,Burnaby,Alpha Secondary,ALPHA SECONDARY,ALPHA,04141005,49.27614405,-122.9988847,Secondary,Replace roofing,SEP,RENO,6 Complete,2016/2017,130000,0,0,130000.0
127395,DC,41,Burnaby,Alpha Secondary,ALPHA SECONDARY,ALPHA,04141005,49.27614405,-122.9988847,Secondary,Replace single glazed windows in seismically upgraded central block.,SEP,RENO,6 Complete,2017/2018,515000,0,0,515000.0
126838,ND,42,Maple Ridge - Pitt Meadows,Thomas Haney Secondary,THOMAS HANEY SECONDARY,THOMAS HANEY,04242038,49.21178891,-122.5815814,Secondary,"Lighting, HVAC & Hw",CNCP,MECHUP,6 Complete,2015/2016,461330,44086,100000,605416.0
127704,DC,42,Maple Ridge - Pitt Meadows,Westview Secondary,WESTVIEW SECONDARY,WESTVIEW,04242004,49.22403064,-122.6421617,Secondary,"Purchase and install 26 air source heat pump roof top units with gas fired back-up heating, DDC system connection, roofing, curbs, architectural",CNCP,MECHUP,6 Complete,2018/2019,488000,,,488000.0
127123,ND,42,Maple Ridge - Pitt Meadows,Albion South Elementary,ALBION SOUTH ELEMENTARY,ALBION SOUTH, ,,,Elementary,Site Acquisition,Expansion,SITE,6 Complete,2015/2016,1570800,823200,0,2394000.0
127719,DC,42,Maple Ridge - Pitt Meadows,Glenwood Elementary,GLENWOOD ELEMENTARY,GLENWOOD,04242010,49.22217303,-122.6271797,Elementary,Universally Accessible Playground Equipment,PEP,REPLACE,6 Complete,2018/2019,105000,,,105000.0
127703-1,DC,42,Maple Ridge - Pitt Meadows,Pitt Meadows Secondary,PITT MEADOWS SECONDARY,PITT MEADOWS,04242003,49.2138903,-122.6823596,Secondary,Central boiler plant and domestic hot water system upgrade.,SEP,MECHUP,6 Complete,2018/2019,709000,,,709000.0
127151-03,ND,42,Maple Ridge - Pitt Meadows,Various,VARIOUS,VARIOUS, ,,,N/A,energy upgrades,SEP,ENERGY,6 Complete,2016/2017,1400000,0,0,1400000.0
126950,ND,42,Maple Ridge - Pitt Meadows,Albion Elementary School,ALBION ELEMENTARY SCHOOL,ALBION,04242005,49.1851848,-122.5576533,Elementary,Mechup,SEP,MECHUP,6 Complete,2015/2016,216000,0,0,216000.0
126951,ND,42,Maple Ridge - Pitt Meadows,Fairview Elementary School,FAIRVIEW ELEMENTARY SCHOOL,FAIRVIEW,04242009,49.22429841,-122.6509888,Elementary,Mechup,SEP,MECHUP,6 Complete,2015/2016,216000,0,0,216000.0
127151-01,ND,42,Maple Ridge - Pitt Meadows,Westview Secondary School,WESTVIEW SECONDARY SCHOOL,WESTVIEW,04242004,49.22403064,-122.6421617,Secondary,Phase 2 - Mechanical Upgrade,SEP,MECHUP,6 Complete,2016/2017,468000,30000,0,498000.0
127493,DC,42,Maple Ridge - Pitt Meadows,Kanaka Creek Elementary,KANAKA CREEK ELEMENTARY,KANAKA CREEK,04242037,49.2042637,-122.5718202,Elementary,Replace Roof Top Units,SEP,MECHUP,6 Complete,2017/2018,705000,0,0,705000.0
127703-2,DC,42,Maple Ridge - Pitt Meadows,Maple Ridge Secondary,MAPLE RIDGE SECONDARY,MAPLE RIDGE,04242001,49.22512032,-122.6150948,Secondary,Replace wood shop dust system.,SEP,MECHUP,6 Complete,2018/2019,416000,,,416000.0
127008,ND,42,Maple Ridge - Pitt Meadows,Westview Secondary,WESTVIEW SECONDARY,WESTVIEW,04242004,49.22403064,-122.6421617,Secondary,Roofrep,SEP,ROOFREP,6 Complete,2015/2016,414000,0,0,414000.0
127151-02,ND,42,Maple Ridge - Pitt Meadows,Maple Ridge Secondary,MAPLE RIDGE SECONDARY,MAPLE RIDGE,04242001,49.22512032,-122.6150948,Secondary,Upgrade ligthing,SEP,ENERGY,6 Complete,2016/2017,300000,0,0,300000.0
126839,RC,43,Coquitlam,Mary Hill Elementary,MARY HILL ELEMENTARY,MARY HILL,04343036,49.25045771,-122.7768707,Elementary,Boiler Replacement,CNCP,MECHUP,6 Complete,2015/2016,175000,62500,12500,250000.0
127706-2,DC,43,Coquitlam,Coquitlam River Elementary,COQUITLAM RIVER ELEMENTARY,COQUITLAM RIVER,04343013,49.288373,-122.7665142,Elementary,"Heating plant, domestic hot water and DDC controls upgrade",CNCP,MECHUP,6 Complete,2018/2019,300000,,,300000.0
127397,DC,43,Coquitlam,Riverside Secondary School,RIVERSIDE SECONDARY SCHOOL,RIVERSIDE,04343057,49.2569546,-122.8059765,Secondary,Lifecycle Replacement/Energy Conversation,CNCP,MECHUP,6 Complete,2017/2018,800000,0,0,800000.0
127706-1,DC,43,Coquitlam,Hazel Trembath Elementary,HAZEL TREMBATH ELEMENTARY,HAZEL TREMBATH,04343022,49.23831661,-122.7804267,Elementary,"Phase 1 of 2: Heating plant, domestic hot water and DDC controls upgrade",CNCP,MECHUP,6 Complete,2018/2019,300000,,,300000.0
